MMM,3M Company,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",09/08/1976,1902,
IR,Ingersoll Rand,Industrials,Industrial Machinery,"Milwaukee, Wisconsin",03/03/2020,@,
INTC,Intel Corp.,Information Technology,Semiconductors,"Santa Clara, California",31/12/1976,@,
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,"Atlanta, Georgia",26/09/2007,@,
IBM,International Business Machines,Information Technology,IT Consulting & Other Services,"Armonk, New York",@,1911,
IP,International Paper,Materials,Paper Packaging,"Memphis, Tennessee",@,1898,
IPG,Interpublic Group,Communication Services,Advertising,"New York, New York",01/10/1992,@,
IFF,Intl Flavors & Fragrances,Materials,Specialty Chemicals,"New York, New York",31/03/1976,@,
INTU,Intuit Inc.,Information Technology,Application Software,"Mountain View, California",05/12/2000,@,
ISRG,Intuitive Surgical Inc.,Health Care,Health Care Equipment,"Sunnyvale, California",02/06/2008,@,
IVZ,Invesco Ltd.,Financials,Asset Management & Custody Banks,"Atlanta, Georgia",21/08/2008,@,
IPGP,IPG Photonics Corp.,Information Technology,Electronic Manufacturing Services,"Oxford, Massachusetts",07/03/2018,@,
IQV,IQVIA Holdings Inc.,Health Care,Life Sciences Tools & Services,"Durham, North Carolina",29/08/2017,@,
IRM,Iron Mountain Incorporated,Real Estate,Specialized REITs,"Boston, Massachusetts",06/01/2009,@,
JKHY,Jack Henry & Associates,Information Technology,Data Processing & Outsourced Services,"Monett, Missouri",13/11/2018,1976,
J,Jacobs Engineering Group,Industrials,Construction & Engineering,"Dallas, Texas",26/10/2007,@,
JBHT,J. B. Hunt Transport Services,Industrials,Trucking,"Lowell, Arkansas",01/07/2015,@,
SJM,JM Smucker,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",06/11/2008,@,
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,"New Brunswick, New Jersey",30/06/1973,1886,
JCI,Johnson Controls International,Industrials,Building Products,"Cork, Ireland",27/08/2010,@,
JPM,JPMorgan Chase & Co.,Financials,Diversified Banks,"New York, New York",30/06/1975,@,
JNPR,Juniper Networks,Information Technology,Communications Equipment,"Sunnyvale, California",02/06/2006,1996,
KSU,Kansas City Southern,Industrials,Railroads,"Kansas City, Missouri",24/05/2013,@,
K,Kellogg Co.,Consumer Staples,Packaged Foods & Meats,"Battle Creek, Michigan",@,1906,
KEY,KeyCorp,Financials,Regional Banks,"Cleveland, Ohio",01/03/1994,@,
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,"Santa Rosa, California",06/11/2018,2014,
KMB,Kimberly-Clark,Consumer Staples,Household Products,"Irving, Texas",@,1872,
KIM,Kimco Realty,Real Estate,Retail REITs,"New Hyde Park, New York",04/04/2006,@,
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",25/05/2012,@,
KLAC,KLA Corporation,Information Technology,Semiconductor Equipment,"Milpitas, California",@,1975/1977 (1997),
KSS,Kohl's Corp.,Consumer Discretionary,General Merchandise Stores,"Menomonee Falls, Wisconsin",@,1962,
KHC,Kraft Heinz Co,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",06/07/2015,2015 (1869),
KR,Kroger Co.,Consumer Staples,Food Retail,"Cincinnati, Ohio",@,1883,
LB,L Brands Inc.,Consumer Discretionary,Apparel Retail,"Columbus, Ohio",30/09/1983,@,
LHX,L3Harris Technologies,Industrials,Aerospace & Defense,"Melbourne, Florida",@,@,
LH,Laboratory Corp. of America Holding,Health Care,Health Care Services,"Burlington, North Carolina",01/11/2004,@,
LRCX,Lam Research,Information Technology,Semiconductor Equipment,"Fremont, California",29/06/2012,@,
LW,Lamb Weston Holdings Inc,Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho",03/12/2018,2016 (1950),
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",03/10/2019,1988,
LEG,Leggett & Platt,Consumer Discretionary,Home Furnishings,"Carthage, Missouri",@,1883,
LDOS,Leidos Holdings,Information Technology,IT Consulting & Other Services,"Reston, Virginia",09/08/2019,1969,
LEN,Lennar Corp.,Consumer Discretionary,Homebuilding,"Miami, Florida",04/10/2005,@,
LLY,Lilly (Eli) & Co.,Health Care,Pharmaceuticals,"Indianapolis, Indiana",31/12/1970,1876,
LNC,Lincoln National,Financials,Multi-line Insurance,"Radnor, Pennsylvania",30/06/1976,@,
LIN,Linde plc,Materials,Industrial Gases,"Guildford, Surrey, United Kingdom",01/07/1992,1879,
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,"Beverly Hills, California",23/12/2019,2010,
LKQ,LKQ Corporation,Consumer Discretionary,Distributors,"Chicago, Illinois",23/05/2016,@,
LMT,Lockheed Martin Corp.,Industrials,Aerospace & Defense,"Bethesda, Maryland",31/07/1984,@,
L,Loews Corp.,Financials,Multi-line Insurance,"New York, New York",@,@,
LOW,Lowe's Cos.,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",29/02/1984,1904/1946/1959,
LYB,LyondellBasell,Materials,Specialty Chemicals,"Rotterdam, Netherlands",05/09/2012,@,
MTB,M&T Bank Corp.,Financials,Regional Banks,"Buffalo, New York",@,1856,
M,Macy's Inc.,Consumer Discretionary,Department Stores,"Cincinnati, Ohio",@,1929,
MRO,Marathon Oil Corp.,Energy,Oil & Gas Exploration & Production,"Houston, Texas",01/05/1991,@,
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio",01/07/2011,@,
MKTX,MarketAxess,Financials,Financial Exchanges & Data,"New York, New York",01/07/2019,2000,2000
MAR,Marriott Int'l.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",@,1927,
MMC,Marsh & McLennan,Financials,Insurance Brokers,"New York, New York",31/08/1987,@,
MLM,Martin Marietta Materials,Materials,Construction Materials,"Raleigh, North Carolina",02/07/2014,@,
MAS,Masco Corp.,Industrials,Building Products,"Livonia, Michigan",30/06/1981,@,
MA,Mastercard Inc.,Information Technology,Data Processing & Outsourced Services,"Harrison, New York",18/07/2008,@,
MKC,McCormick & Co.,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland",@,1889,
MXIM,Maxim Integrated Products Inc,Information Technology,Semiconductors,"San Jose, California",03/12/2018,1983,
MCD,McDonald's Corp.,Consumer Discretionary,Restaurants,"Chicago, Illinois",30/06/1970,1940,
MCK,McKesson Corp.,Health Care,Health Care Distributors,"Irving, Texas",@,1833,
MDT,Medtronic plc,Health Care,Health Care Equipment,"Dublin, Ireland",31/10/1986,1949,
MRK,Merck & Co.,Health Care,Pharmaceuticals,"Kenilworth, New Jersey",@,1891,
MET,MetLife Inc.,Financials,Life & Health Insurance,"New York, New York",@,1868,
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,"Columbus, Ohio",06/09/2016,@,
MGM,MGM Resorts International,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",26/07/2017,@,
MCHP,Microchip Technology,Information Technology,Semiconductors,"Chandler, Arizona",07/09/2007,@,
MU,Micron Technology,Information Technology,Semiconductors,"Boise, Idaho",27/09/1994,@,
MSFT,Microsoft Corp.,Information Technology,Systems Software,"Redmond, Washington",01/06/1994,1975,
MAA,Mid-America Apartments,Real Estate,Residential REITs,"Memphis, Tennessee",02/12/2016,@,
MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,"Calhoun, Georgia",23/12/2013,@,
TAP,Molson Coors Brewing Company,Consumer Staples,Brewers,"Denver, Colorado",30/06/1976,@,
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,"Deerfield, Illinois",02/10/2012,@,
MNST,Monster Beverage,Consumer Staples,Soft Drinks,"Corona, California",28/06/2012,@,
MCO,Moody's Corp,Financials,Financial Exchanges & Data,"New York, New York",@,1909,
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,"New York, New York",@,1935,
MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida",26/09/2011,@,
MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,"Chicago, Illinois",@,1928 (2011),
MSCI,MSCI Inc,Financials,Financial Exchanges & Data,"New York, New York",04/04/2018,@,
MYL,Mylan N.V.,Health Care,Pharmaceuticals,"Amsterdam, Netherlands",23/04/2004,1961,
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,"New York, New York",22/10/2008,@,
NOV,National Oilwell Varco Inc.,Energy,Oil & Gas Equipment & Services,"Houston, Texas",14/03/2005,@,
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals","Sunnyvale, California",25/06/1999,@,
NFLX,Netflix Inc.,Communication Services,Movies & Entertainment,"Los Gatos, California",20/12/2010,1997,
NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,"Atlanta, Georgia",30/04/1989,@,
NEM,Newmont Corporation,Materials,Gold,"Denver, Colorado",30/06/1969,1921,
NWSA,News Corp. Class A,Communication Services,Publishing,"New York, New York",01/08/2013,@,
NWS,News Corp. Class B,Communication Services,Publishing,"New York, New York",18/09/2015,@,
NEE,NextEra Energy,Utilities,Multi-Utilities,"Juno Beach, Florida",30/06/1976,@,
NLSN,Nielsen Holdings,Industrials,Research & Consulting Services,"New York, New York",09/07/2013,@,
NKE,Nike,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",30/11/1988,@,
NI,NiSource Inc.,Utilities,Multi-Utilities,"Merrillville, Indiana",@,1912,
NBL,Noble Energy Inc,Energy,Oil & Gas Exploration & Production,"Houston, Texas",08/10/2007,@,
JWN,Nordstrom,Consumer Discretionary,Department Stores,"Seattle, Washington",31/08/1986,@,
NSC,Norfolk Southern Corp.,Industrials,Railroads,"Norfolk, Virginia",@,1881/1894 (1980),
NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,"Chicago, Illinois",@,1889,
NOC,Northrop Grumman,Industrials,Aerospace & Defense,"West Falls Church, Virginia",30/06/1985,@,
NLOK,NortonLifeLock,Information Technology,Application Software,"Tempe, Arizona",25/03/2003,@,
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",13/10/2017,@,
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,"Princeton, New Jersey",29/01/2010,@,
NUE,Nucor Corp.,Materials,Steel,"Charlotte, North Carolina",30/04/1985,@,
NVDA,Nvidia Corporation,Information Technology,Semiconductors,"Santa Clara, California",30/11/2001,@,
NVR,NVR Inc,Consumer Discretionary,Homebuilding,"Reston, VA",26/09/2019,1980,
ORLY,O'Reilly Automotive,Consumer Discretionary,Specialty Stores,"Springfield, Missouri",27/03/2009,@,
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,"Houston, Texas",31/12/1982,@,
ODFL,Old Dominion Freight Line,Industrials,Trucking,"Thomasville, North Carolina",09/12/2019,1934,
OMC,Omnicom Group,Communication Services,Advertising,"New York, New York",@,1986,
OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",15/03/2010,@,
ORCL,Oracle Corp.,Information Technology,Application Software,"Redwood Shores, California",31/08/1989,@,
PCAR,PACCAR Inc.,Industrials,Construction Machinery & Heavy Trucks,"Bellevue, Washington",31/12/1980,@,
PKG,Packaging Corporation of America,Materials,Paper Packaging,"Lake Forest, Illinois",26/07/2017,@,
PH,Parker-Hannifin,Industrials,Industrial Machinery,"Cleveland, Ohio",30/11/1985,@,
PAYX,Paychex Inc.,Information Technology,Data Processing & Outsourced Services,"Penfield, New York",@,1971,
PAYC,Paycom,Information Technology,Application Software,"Oklahoma City, Oklahoma",28/01/2020,1998,
PYPL,PayPal,Information Technology,Data Processing & Outsourced Services,"San Jose, California",20/07/2015,1998,
PNR,Pentair plc,Industrials,Industrial Machinery,"Worsley, UK",01/10/2012,@,
PBCT,People's United Financial,Financials,Thrifts & Mortgage Finance,"Bridgeport, Connecticut",13/11/2008,@,
PEP,PepsiCo Inc.,Consumer Staples,Soft Drinks,"Purchase, New York",@,1898,
PKI,PerkinElmer,Health Care,Health Care Equipment,"Waltham, Massachusetts",31/05/1985,@,
PRGO,Perrigo,Health Care,Pharmaceuticals,"Dublin, Ireland",19/12/2011,@,
PFE,Pfizer Inc.,Health Care,Pharmaceuticals,"New York, New York",@,1849,
PM,Philip Morris International,Consumer Staples,Tobacco,"New York, New York",31/03/2008,@,
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,"Houston, Texas",01/05/2012,@,
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,"Phoenix, Arizona",@,1985,
PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,"Irving, Texas",24/09/2008,@,
PNC,PNC Financial Services,Financials,Regional Banks,"Pittsburgh, Pennsylvania",30/04/1988,@,
PPG,PPG Industries,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",@,1883,
PPL,PPL Corp.,Utilities,Electric Utilities,"Allentown, Pennsylvania",@,@,
PFG,Principal Financial Group,Financials,Life & Health Insurance,"Des Moines, Iowa",22/07/2002,@,
PG,Procter & Gamble,Consumer Staples,Personal Products,"Cincinnati, Ohio",@,1837,
PGR,Progressive Corp.,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",04/08/1997,@,
PLD,Prologis,Real Estate,Industrial REITs,"San Francisco, California",17/07/2003,@,
PRU,Prudential Financial,Financials,Life & Health Insurance,"Newark, New Jersey",22/07/2002,@,
PEG,Public Serv. Enterprise Inc.,Utilities,Electric Utilities,"Newark, New Jersey",@,@,
PSA,Public Storage,Real Estate,Specialized REITs,"Glendale, California",19/08/2005,@,
PHM,PulteGroup,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",30/04/1984,@,
PVH,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",15/02/2013,@,
QRVO,Qorvo,Information Technology,Semiconductors,"Greensboro, North Carolina",11/06/2015,2015,
PWR,Quanta Services Inc.,Industrials,Construction & Engineering,"Houston, Texas",01/07/2009,@,
QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,"San Diego, California",@,1985,
DGX,Quest Diagnostics,Health Care,Health Care Services,"Secaucus, New Jersey",12/12/2002,@,
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",02/02/2007,@,
RJF,Raymond James Financial Inc.,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",20/03/2017,@,
RTN,Raytheon Co.,Industrials,Aerospace & Defense,"Waltham, Massachusetts",@,1922,
O,Realty Income Corporation,Real Estate,Retail REITs,"San Diego, California",07/04/2015,@,
REG,Regency Centers Corporation,Real Estate,Retail REITs,"Jacksonville, Florida",02/03/2017,@,
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,"Tarrytown, New York",01/05/2013,@,
RF,Regions Financial Corp.,Financials,Regional Banks,"Birmingham, Alabama",28/08/1998,@,
RSG,Republic Services Inc,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",05/12/2008,@,
RMD,ResMed,Health Care,Health Care Equipment,"San Diego, California",26/07/2017,@,
RHI,Robert Half International,Industrials,Human Resource & Employment Services,"Menlo Park, California",05/12/2000,@,
ROK,Rockwell Automation Inc.,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",@,@,
ROL,Rollins Inc.,Industrials,Environmental & Facilities Services,"Atlanta, Georgia",01/10/2018,1948,
ROP,Roper Technologies,Industrials,Industrial Conglomerates,"Sarasota, Florida",23/12/2009,@,
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,"Dublin, California",21/12/2009,@,
RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",05/12/2014,@,
SPGI,"S&P Global, Inc.",Financials,Financial Exchanges & Data,"New York, New York",@,@,
CRM,Salesforce.com,Information Technology,Application Software,"San Francisco, California",15/09/2008,@,
SBAC,SBA Communications,Real Estate,Specialized REITs,"Boca Raton, Florida",01/09/2017,@,
SLB,Schlumberger Ltd.,Energy,Oil & Gas Equipment & Services,"Cura��ao, Kingdom of the Netherl",31/03/1965,1926,
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",02/07/2012,@,
SEE,Sealed Air,Materials,Paper Packaging,"Charlotte, North Carolina",@,@,
SRE,Sempra Energy,Utilities,Multi-Utilities,"San Diego, California",@,@,
NOW,ServiceNow,Information Technology,Systems Software,"Santa Clara, California",21/11/2019,2003,
SHW,Sherwin-Williams,Materials,Specialty Chemicals,"Cleveland, Ohio",30/06/1964,1866,
SPG,Simon Property Group Inc,Real Estate,Retail REITs,"Indianapolis, Indiana",26/06/2002,2003,2003
SWKS,Skyworks Solutions,Information Technology,Semiconductors,"Woburn, Massachusetts",12/03/2015,@,
SLG,SL Green Realty,Real Estate,Office REITs,"New York, New York",20/03/2015,@,
SNA,Snap-on,Industrials,Industrial Machinery,"Kenosha, Wisconsin",30/09/1982,1920,1920
SO,Southern Co.,Utilities,Electric Utilities,"Atlanta, Georgia",@,@,
LUV,Southwest Airlines,Industrials,Airlines,"Dallas, Texas",01/07/1994,@,
SWK,Stanley Black & Decker,Industrials,Industrial Machinery,"New Britain, Connecticut",30/09/1982,@,
SBUX,Starbucks Corp.,Consumer Discretionary,Restaurants,"Seattle, Washington",@,1971,
STT,State Street Corp.,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",@,@,
STE,STERIS plc,Health Care,Health Care Equipment,"Dublin, Ireland",23/12/2019,1985,
SYK,Stryker Corp.,Health Care,Health Care Equipment,"Kalamazoo, Michigan",12/12/2000,@,
SIVB,SVB Financial,Financials,Regional Banks,"Santa Clara, California",19/03/2018,@,
SYF,Synchrony Financial,Financials,Consumer Finance,"Stamford, Connecticut",18/11/2015,2003,
SNPS,Synopsys Inc.,Information Technology,Application Software,"Mountain View, California",16/03/2017,@,
SYY,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",31/12/1986,@,
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",15/07/2019,1994,
TROW,T. Rowe Price Group,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",@,1937,
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,"New York, New York",19/03/2018,@,
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",@,2017,
TGT,Target Corp.,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",31/12/1976,@,
TEL,TE Connectivity Ltd.,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland",17/10/2011,@,
FTI,TechnipFMC,Energy,Oil & Gas Equipment & Services,"London, United Kingdom",05/06/2009,2017 (1958),
TFX,Teleflex,Health Care,Health Care Equipment,"Wayne, Pennsylvania",18/01/2019,1943,
TXN,Texas Instruments,Information Technology,Semiconductors,"Dallas, Texas",@,1930,
TXT,Textron Inc.,Industrials,Aerospace & Defense,"Providence, Rhode Island",31/12/1978,@,
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",@,2006 (1902),
TIF,Tiffany & Co.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",21/06/2000,@,
TJX,TJX Companies Inc.,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",30/09/1985,@,
TSCO,Tractor Supply Company,Consumer Discretionary,Specialty Stores,"Brentwood, Tennessee",24/01/2014,@,
TT,Trane Technologies plc,Industrials,Building Products,"Dublin, Ireland",17/11/2010,@,
TDG,TransDigm Group,Industrials,Aerospace & Defense,"Cleveland, Ohio",03/06/2016,@,
TRV,The Travelers Companies Inc.,Financials,Property & Casualty Insurance,"New York, New York",21/08/2002,@,
TFC,Truist Financial,Financials,Regional Banks,"Charlotte, North Carolina",04/12/1997,@,
TWTR,"Twitter, Inc.",Communication Services,Interactive Media & Services,"San Francisco, California",07/06/2018,@,
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",@,@,
UDR,"UDR, Inc.",Real Estate,Residential REITs,"Highlands Ranch, Colorado",07/03/2016,@,
ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,"Bolingbrook, Illinois",18/04/2016,1990,
USB,U.S. Bancorp,Financials,Diversified Banks,"Minneapolis, Minnesota",@,1968,
UAA,Under Armour Class A,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",01/05/2014,@,
UA,Under Armour Class C,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",08/04/2016,@,
UNP,Union Pacific Corp,Industrials,Railroads,"Omaha, Nebraska",@,@,
UAL,United Airlines Holdings,Industrials,Airlines,"Chicago, Illinois",03/09/2015,@,
UNH,United Health Group Inc.,Health Care,Managed Health Care,"Minnetonka, Minnesota",01/07/1994,@,
UPS,United Parcel Service,Industrials,Air Freight & Logistics,"Atlanta, Georgia",22/07/2002,@,
URI,"United Rentals, Inc.",Industrials,Trading Companies & Distributors,"Stamford, Connecticut",20/09/2014,@,
UTX,United Technologies,Industrials,Aerospace & Defense,"Hartford, Connecticut",@,@,
UHS,"Universal Health Services, Inc.",Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",20/09/2014,@,
UNM,Unum Group,Financials,Life & Health Insurance,"Chattanooga, Tennessee",01/03/1994,@,
VFC,V.F. Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Greensboro, North Carolina",30/06/1979,@,
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",@,1980,
VAR,Varian Medical Systems,Health Care,Health Care Equipment,"Palo Alto, California",12/02/2007,@,
VTR,Ventas Inc,Real Estate,Health Care REITs,"Chicago, Illinois",04/03/2009,@,
VRSN,Verisign Inc.,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",01/02/2006,@,
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,"Jersey City, New Jersey",08/10/2015,@,
VZ,Verizon Communications,Communication Services,@,Integrated Telecommunication Services,"New York, New York",732712,
VRTX,Vertex Pharmaceuticals Inc,Health Care,Biotechnology,"Cambridge, Massachusetts",23/09/2013,@,
VIAC,ViacomCBS,Communication Services,Movies & Entertainment,"New York, New York",@,@,
V,Visa Inc.,Information Technology,Data Processing & Outsourced Services,"San Francisco, California",21/12/2009,@,
VNO,Vornado Realty Trust,Real Estate,Office REITs,"New York, New York",@,@,
VMC,Vulcan Materials,Materials,Construction Materials,"Birmingham, Alabama",30/06/1999,@,
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,"Greenwich, Connecticut",05/12/2019,1967,
WAB,Wabtec Corporation,Industrials,Construction Machinery & Heavy Trucks,"Wilmerding, Pennsylvania",27/02/2019,1999 (1869),
WMT,Walmart,Consumer Staples,Hypermarkets & Super Centers,"Bentonville, Arkansas",31/08/1982,@,
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,"Deerfield, Illinois",31/12/1979,2014,
DIS,The Walt Disney Company,Communication Services,Movies & Entertainment,"Burbank, California",30/06/1976,@,
WM,Waste Management Inc.,Industrials,Environmental & Facilities Services,"Houston, Texas",@,1968,
WAT,Waters Corporation,Health Care,Health Care Distributors,"Milford, Massachusetts",@,1958,
WEC,Wec Energy Group Inc,Utilities,Electric Utilities,"Milwaukee, Wisconsin",31/10/2008,@,
WFC,Wells Fargo,Financials,Diversified Banks,"San Francisco, California",30/06/1976,@,
WELL,Welltower Inc.,Real Estate,Health Care REITs,"Toledo, Ohio",30/01/2009,@,
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals","Irvine, California",01/07/2009,@,
WU,Western Union Co,Information Technology,Data Processing & Outsourced Services,"Englewood, Colorado",@,1851,
WRK,WestRock,Materials,Paper Packaging,"Richmond, Virginia",@,2015,
WY,Weyerhaeuser,Real Estate,Specialized REITs,"Federal Way, Washington",@,@,
WHR,Whirlpool Corp.,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",@,1911,
WMB,Williams Cos.,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",31/03/1975,@,
WLTW,Willis Towers Watson,Financials,Insurance Brokers,"London, United Kingdom",05/01/2016,@,
WYNN,Wynn Resorts Ltd,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",14/11/2008,@,
XEL,Xcel Energy Inc,Utilities,Multi-Utilities,"Minneapolis, Minnesota",@,1909,
XRX,Xerox,Information Technology,"Technology Hardware, Storage & Peripherals","Norwalk, Connecticut",@,1906,
XLNX,Xilinx,Information Technology,Semiconductors,"San Jose, California",08/11/1999,@,
XYL,Xylem Inc.,Industrials,Industrial Machinery,"White Plains, New York",01/11/2011,@,
YUM,Yum! Brands Inc,Consumer Discretionary,Restaurants,"Louisville, Kentucky",06/10/1997,@,
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",23/12/2019,1969,1969
ZBH,Zimmer Biomet Holdings,Health Care,Health Care Equipment,"Warsaw, Indiana",07/08/2001,@,
ZION,Zions Bancorp,Financials,Regional Banks,"Salt Lake City, Utah",22/06/2001,@,
ZTS,Zoetis,Health Care,Pharmaceuticals,"Florham Park, New Jersey",21/06/2013,@,
